0.01741	0.21478	1383.5
0.29025	0.48181	1388.9
0.56889	1.1726	1390.2
1.3061	1.6718	1254.3
1.8866	2.2233	1109
2.293	2.589	1246.2
2.7167	3.303	1399.7
4.3421	4.5976	1446.8
4.6846	4.8762	1512.7
4.9633	5.5438	1441.4
5.7527	5.9791	1239.5
6.3797	6.6583	1102.2
6.7628	7.0356	1211.2
7.2272	7.6278	1118.4
