0.04644	0.83011	1146.6
0.98685	1.3235	1296
1.5093	1.8982	1028.2
1.9853	2.3684	1173.6
2.4323	2.6239	1308.1
2.6819	2.8444	1388.9
2.9257	3.1695	1308.1
3.454	3.7152	1005.3
3.9184	4.226	1121.1
4.4815	4.6672	1318.9
4.7253	4.8878	1418.5
4.9575	5.149	1329.7
5.4741	5.7702	1160.1
5.8979	6.2752	1010.7
6.3971	6.6583	1160.1
