0.0174	0.3483	1277.2
0.4586	0.85333	1273.2
0.9172	1.2945	1370.1
1.3468	1.7125	1573.3
1.8460	2.1595	1573.3
2.3046	2.6122	1407.7
2.7516	3.1057	1283.9
3.2044	3.454	1098.2
3.7326	3.9706	944.77
4.1796	4.4873	948.81
4.6150	4.8414	1092.8
5.1316	5.3348	1267.8
5.6018	5.7992	1265.1
6.3042	6.8557	1102.2
